Provider,State,Weight,Technology,Download Bandwidth Mbps,Upload Bandwidth Mbps,Usage Allowance GB,Monthly Charge,Other Mandatory Charge,Surcharge,Total Charge,Total Charge Spread,Model Data
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1200,200,Inf,117,0,0,117,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,47.95,0,10,57.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,100,15,Inf,124,0,9.77,133.77,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,7519.604845,Cable,200,20,Inf,69.95,0,0,69.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,800,20,Inf,107,0,0,107,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1200,35,Inf,117,0,0,117,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1200,200,Inf,117,0,0,117,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,4726.225,Fixed wireless,25,3,Inf,52.5,0,1.4,53.9,5,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,500,500,Inf,79.99,0,0,79.99,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,500,500,Inf,79.99,0,0,79.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,1000,20,Inf,112,0,0,112,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1200,200,Inf,117,0,0,117,0,Yes
"RCN Telecom Services of Philadelphia, LLC",PENNSYLVANIA,10841.2125,Cable,1200,20,Inf,171.99,0,9.77,181.76,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,14178.675,Fixed wireless,2,0.2,25,20,0,1.4,21.4,0,Yes
"RCN Telecom Services of Philadelphia, LLC",PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,14178.675,Fixed wireless,2,0.2,30,12.5,0,1.4,13.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,200,100,Inf,87,0,0,87,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,940,880,Inf,99.99,0,0,99.99,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,300,300,Inf,59.99,0,0,59.99,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,500,500,Inf,79.99,0,0,79.99,0,Yes
NetSpeed LLC,PENNSYLVANIA,7519.604845,Fiber,1000,1000,Inf,69.95,0,0,69.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,600,15,Inf,92.95,0,0,92.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,400,15,Inf,131.95,0,10,141.95,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,1000,20,Inf,109.95,0,0,109.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,300,10,Inf,115.95,0,10,125.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,94.95,0,10,104.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,14178.675,Fixed wireless,2,0.2,30,12.5,0,1.4,13.9,5,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,2000,200,Inf,130,0,0,130,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,400,10,Inf,102,0,0,102,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,75,10,Inf,65,0,0,65,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,1200,20,Inf,171.99,0,9.77,181.76,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Fiber,10000,10000,Inf,300,0,0,300,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,100,15,Inf,124,0,9.77,133.77,0,Yes
"Service Electric Cablevision, Inc.",PENNSYLVANIA,7519.604845,Cable,2000,150,Inf,124.95,0,0,124.95,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,200,20,Inf,99.99,0,0,99.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1200,200,Inf,117,0,0,117,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,500,500,Inf,91.95,0,0,91.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,200,10,Inf,94.95,0,10,104.95,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
"Armstrong Utilities, Inc.",PENNSYLVANIA,7519.604845,Fiber,300,20,Inf,76.95,0,0,76.95,0,Yes
"Blue Ridge Cable Technologies, Inc.",PENNSYLVANIA,7519.604845,Cable,1200,40,Inf,119.95,0,0,119.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,300,10,Inf,115.95,0,10,125.95,0,Yes
NetSpeed LLC,PENNSYLVANIA,7519.604845,Fiber,500,500,Inf,49.95,0,0,49.95,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,500,15,Inf,146.95,0,10,156.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,150,10,Inf,68.95,0,10,78.95,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,150,77.5,0,1.4,78.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1200,35,Inf,117,0,0,117,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,940,20,Inf,161.99,0,9.77,171.76,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1000,20,Inf,112,0,0,112,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,400,100,Inf,102,0,0,102,0,Yes
Verizon Pennsylvania LLC,PENNSYLVANIA,86211.9,Fiber,300,300,Inf,59.99,0,0,59.99,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,4726.225,Fixed wireless,25,3,Inf,52.5,0,1.4,53.9,5,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,47.95,0,10,57.95,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,100,10,Inf,77.99,0,0,77.99,0,Yes
"Service Electric Cable TV, Inc.",PENNSYLVANIA,7519.604845,Cable,1000,40,Inf,167.95,0,10,177.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1000,100,Inf,112,0,0,112,0,Yes
"RCN Telecom Services of Philadelphia, LLC",PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,200,10,Inf,87,0,0,87,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"RCN Telecom Services of Philadelphia, LLC",PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1000,100,Inf,112,0,0,112,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,940,20,Inf,161.99,0,9.77,171.76,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,940,20,Inf,161.99,0,9.77,171.76,0,Yes
NetSpeed LLC,PENNSYLVANIA,7519.604845,Fiber,750,750,Inf,59.95,0,0,59.95,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,100,15,Inf,124,0,9.77,133.77,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,1200,20,Inf,171.99,0,9.77,181.76,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Fiber,10000,10000,Inf,300,0,0,300,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1000,20,Inf,112,0,0,112,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,400,10,Inf,102,0,0,102,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1000,20,Inf,112,0,0,112,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,1200,35,Inf,117,0,0,117,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,1000,20,Inf,112,0,0,112,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,100,15,Inf,124,0,9.77,133.77,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,1000,50,Inf,142.99,0,0,142.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,800,20,Inf,107,0,0,107,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,1200,20,Inf,171.99,0,9.77,181.76,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,800,20,Inf,107,0,0,107,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,200,10,Inf,87,0,0,87,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,600,20,Inf,154,0,9.77,163.77,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Fiber,10000,10000,Inf,300,0,0,300,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Fiber,10000,10000,Inf,300,0,0,300,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,400,20,Inf,149.99,0,9.77,159.76,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,75,75,Inf,65,0,0,65,0,Yes
"RCN Telecom Services of Philadelphia, LLC",PENNSYLVANIA,10841.2125,Cable,940,20,Inf,161.99,0,9.77,171.76,0,Yes
RCN Telecom Services (Lehigh) LLC,PENNSYLVANIA,10841.2125,Cable,800,20,Inf,157,0,9.77,166.77,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,1000,100,Inf,112,0,0,112,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,14178.675,Fixed wireless,2,0.2,10,10,0,1.4,11.4,0,Yes
"Cogeco US Finance, LLC",PENNSYLVANIA,7519.604845,Cable,500,50,Inf,119.99,0,0,119.99,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,158920.8063,Cable,800,100,Inf,107,0,0,107,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",PENNSYLVANIA,317841.6125,Cable,75,10,Inf,65,0,0,65,0,Yes
"T-Mobile USA, Inc.",PENNSYLVANIA,3544.66875,Fixed wireless,2,0.2,150,77.5,0,1.4,78.9,5,Yes
"SERVICE AREA 5 CABLE, LLC",RHODE ISLAND,7441.398952,Cable,500,30,Inf,79.99,0,0,79.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,100,5,1280,49.99,0,0,49.99,0,Yes
"SERVICE AREA 5 CABLE, LLC",RHODE ISLAND,7441.398952,Cable,250,20,Inf,59.99,0,0,59.99,0,Yes
"SERVICE AREA 5 CABLE, LLC",RHODE ISLAND,7441.398952,Cable,60,7,Inf,47.99,0,0,47.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,1000,35,1280,119.99,0,0,119.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,1000,35,1280,119.99,0,0,119.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,500,10,1280,89.99,0,0,89.99,0,Yes
"SERVICE AREA 5 CABLE, LLC",RHODE ISLAND,7441.398952,Cable,110,14,Inf,64.99,0,0,64.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,500,10,1280,89.99,0,0,89.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,500,10,1280,89.99,0,0,89.99,0,Yes
"SERVICE AREA 5 CABLE, LLC",RHODE ISLAND,7441.398952,Cable,1000,400,Inf,99.99,0,0,99.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,250,10,1280,69.99,0,0,69.99,0,Yes
"SERVICE AREA 5 CABLE, LLC",RHODE ISLAND,7441.398952,Cable,10,3,Inf,39.99,0,0,39.99,0,Yes
Verizon New England Inc.,RHODE ISLAND,86211.9,Fiber,940,880,Inf,99.99,0,0,99.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,250,10,1280,69.99,0,0,69.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,250,10,1280,69.99,0,0,69.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,1000,35,1280,119.99,0,0,119.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,100,5,1280,49.99,0,0,49.99,0,Yes
Verizon New England Inc.,RHODE ISLAND,86211.9,Fiber,500,500,Inf,79.99,0,0,79.99,0,Yes
"SERVICE AREA 5 CABLE, LLC",RHODE ISLAND,7441.398952,Cable,100,10,Inf,30,0,0,30,0,Yes
Verizon New England Inc.,RHODE ISLAND,86211.9,Fiber,300,300,Inf,59.99,0,0,59.99,0,Yes
Cox Communications,RHODE ISLAND,66535.4,Cable,100,5,1280,49.99,0,0,49.99,0,Yes
"Cable One, Inc.",SOUTH CAROLINA,1854.398252,Fiber,1000,50,Inf,136,0,2.87,138.87,0,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,7417.59301,DSL,9,1,Inf,59.95,0,0,59.95,0,Yes
"Hargray Telephone Co., LLC",SOUTH CAROLINA,1854.398252,Cable,1000,50,Inf,136,0,2.87,138.87,0,Yes
"Cable One, Inc.",SOUTH CAROLINA,1854.398252,Fiber,200,20,Inf,76,0,2.87,78.87,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Fiber,1000,500,Inf,84.95,0,0,84.95,0,Yes
"Hargray Telephone Co., LLC",SOUTH CAROLINA,1854.398252,Fiber,1000,50,Inf,136,0,2.87,138.87,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Fiber,750,500,Inf,69.95,0,0,69.95,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Cable,1000,20,Inf,84.95,0,0,84.95,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,4726.225,Fixed wireless,25,3,Inf,52.5,0,1.4,53.9,5,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,14178.675,Fixed wireless,2,0.2,30,12.5,0,1.4,13.9,5,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Fiber,100,100,Inf,49.94,0,0,49.94,0,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Fiber,750,750,Inf,96.94,0,0,96.94,0,Yes
"Hargray Telephone Co., LLC",SOUTH CAROLINA,1854.398252,Fiber,100,10,Inf,66,0,2.87,68.87,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",SOUTH CAROLINA,317841.6125,Cable,800,20,1229,102,0,0,102,0,Yes
"Cable One, Inc.",SOUTH CAROLINA,1854.398252,Cable,100,10,Inf,66,0,2.87,68.87,0,Yes
"Cable One, Inc.",SOUTH CAROLINA,1854.398252,Cable,1000,50,Inf,136,0,2.87,138.87,0,Yes
"Hargray Telephone Co., LLC",SOUTH CAROLINA,1854.398252,Cable,100,10,Inf,66,0,2.87,68.87,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,14178.675,Fixed wireless,2,0.2,25,20,0,1.4,21.4,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Cable,500,20,Inf,59.95,0,0,59.95,0,Yes
"Comporium, Inc.",SOUTH CAROLINA,3708.796505,Fiber,750,750,Inf,96.94,0,0,96.94,0,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Cable,100,5,Inf,49.94,0,0,49.94,0,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Fiber,1000,1000,Inf,102.94,0,0,102.94,0,Yes
Lancaster Telephone Company,SOUTH CAROLINA,3708.796505,Fiber,1000,1000,Inf,102.94,0,0,102.94,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",SOUTH CAROLINA,317841.6125,Cable,400,10,1229,92,0,0,92,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",SOUTH CAROLINA,317841.6125,Cable,75,10,1229,62,0,0,62,0,Yes
"Cable One, Inc.",SOUTH CAROLINA,1854.398252,Fiber,500,50,Inf,96,0,2.87,98.87,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Cable,1000,20,Inf,84.95,0,0,84.95,0,Yes
"Hargray Telephone Co., LLC",SOUTH CAROLINA,1854.398252,Fiber,300,30,Inf,86,0,2.87,88.87,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Cable,750,20,Inf,69.95,0,0,69.95,0,Yes
"Hargray Telephone Co., LLC",SOUTH CAROLINA,1854.398252,Cable,500,50,Inf,96,0,2.87,98.87,0,Yes
"Comporium, Inc.",SOUTH CAROLINA,3708.796505,Cable,750,30,Inf,96.94,0,0,96.94,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,14178.675,Fixed wireless,2,0.2,30,12.5,0,1.4,13.9,5,Yes
Lancaster Telephone Company,SOUTH CAROLINA,3708.796505,Fiber,100,100,Inf,49.94,0,0,49.94,0,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Cable,1000,50,Inf,102.94,0,0,102.94,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",SOUTH CAROLINA,317841.6125,Cable,200,10,1229,82,0,0,82,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Fiber,750,500,Inf,69.95,0,0,69.95,0,Yes
"COMCAST CABLE COMMUNICATIONS, LLC",SOUTH CAROLINA,317841.6125,Cable,1200,35,1229,122,0,0,122,0,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Fiber,600,600,Inf,86.94,0,0,86.94,0,Yes
"Cable One, Inc.",SOUTH CAROLINA,1854.398252,Fiber,100,10,Inf,66,0,2.87,68.87,0,Yes
Lancaster Telephone Company,SOUTH CAROLINA,3708.796505,Fiber,750,750,Inf,96.94,0,0,96.94,0,Yes
Lancaster Telephone Company,SOUTH CAROLINA,7417.59301,DSL,9,1,Inf,59.95,0,0,59.95,0,Yes
"Comporium, Inc.",SOUTH CAROLINA,3708.796505,Fiber,600,600,Inf,86.94,0,0,86.94,0,Yes
"Charter Communications, Inc.",SOUTH CAROLINA,65132.825,Fiber,500,20,Inf,99.99,0,0,99.99,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
Lancaster Telephone Company,SOUTH CAROLINA,3708.796505,Cable,100,5,Inf,49.94,0,0,49.94,0,Yes
"Farmers Telephone Cooperative, Inc.",SOUTH CAROLINA,1854.398252,DSL,25,3,Inf,54.95,0,0,54.95,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,3544.66875,Fixed wireless,2,0.2,150,77.5,0,1.4,78.9,5,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Fiber,400,400,Inf,76.94,0,0,76.94,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Cable,600,20,Inf,86.94,0,0,86.94,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Fiber,500,500,Inf,59.95,0,0,59.95,0,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,7417.59301,DSL,7,1,Inf,48.45,0,0,48.45,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Fiber,500,500,Inf,59.95,0,0,59.95,0,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Cable,750,30,Inf,96.94,0,0,96.94,0,Yes
Lancaster Telephone Company,SOUTH CAROLINA,3708.796505,Cable,750,30,Inf,96.94,0,0,96.94,0,Yes
"Cable One, Inc.",SOUTH CAROLINA,1854.398252,Cable,500,50,Inf,96,0,2.87,98.87,0,Yes
"Farmers Telephone Cooperative, Inc.",SOUTH CAROLINA,3708.796505,DSL,100,10,Inf,69.95,0,0,69.95,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,3544.66875,Fixed wireless,2,0.2,300,152.5,0,1.4,153.9,5,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,14178.675,Fixed wireless,2,0.2,10,10,0,1.4,11.4,0,Yes
Lancaster Telephone Company,SOUTH CAROLINA,3708.796505,Cable,1000,50,Inf,102.94,0,0,102.94,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Fiber,1000,500,Inf,84.95,0,0,84.95,0,Yes
Fort Mill Telephone Company,SOUTH CAROLINA,3708.796505,Cable,400,10,Inf,76.94,0,0,76.94,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Cable,500,20,Inf,59.95,0,0,59.95,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,2363.1125,Fixed wireless,2,0.2,100,52.5,0,1.4,53.9,5,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Cable,750,20,Inf,69.95,0,0,69.95,0,Yes
"Hargray Telephone Co., LLC",SOUTH CAROLINA,1854.398252,Fiber,500,50,Inf,96,0,2.87,98.87,0,Yes
"Comporium, Inc.",SOUTH CAROLINA,3708.796505,Cable,600,20,Inf,86.94,0,0,86.94,0,Yes
"T-Mobile USA, Inc.",SOUTH CAROLINA,3544.66875,Fixed wireless,2,0.2,200,102.5,0,1.4,103.9,5,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Fiber,1000,500,Inf,84.95,0,0,84.95,0,Yes
"Hargray Telephone Co., LLC",SOUTH CAROLINA,1854.398252,Cable,300,30,Inf,86,0,2.87,88.87,0,Yes
"Farmers Telephone Cooperative, Inc.",SOUTH CAROLINA,7417.59301,Fiber,1000,1000,Inf,89.95,0,0,89.95,0,Yes
"Farmers Telephone Cooperative, Inc.",SOUTH CAROLINA,1854.398252,Fiber,15,1,Inf,49.95,0,0,49.95,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Fiber,500,500,Inf,59.95,0,0,59.95,0,Yes
"Horry Telephone Cooperative, Inc",SOUTH CAROLINA,3708.796505,Cable,750,20,Inf,69.95,0,0,69.95,0,Yes
